ShapeLineId,ShapeTemplateId,DesignName,StartX,StartY,EndX,EndY,Description,LineType
141,2,A,G + L + Y1,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + CTBK + (TAN ( T62 * (22 / 7) / 180) * ( W /2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
142,2,A,G + L + CTBK + (TAN (T62 * (22 / 7) / 180) * (W/2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - (TAN ( T60 * (22 / 7) / 180) * ( W /2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
143,2,A,G + L + W - (TAN (T60 * (22 / 7) / 180) * (W/2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
144,2,A,G + L + W + L + Y1,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + CTBK + (TAN ( T62 * (22 / 7) / 180) * ( W /2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
145,2,A,G + L + W + L + CTBK + (TAN (T62 * (22 / 7) / 180) * (W/2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - (TAN ( T60 * (22 / 7) / 180) * ( W /2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
146,2,A,G + L + W + L + W - (TAN (T60 * (22 / 7) / 180) * (W/2)),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
147,2,B,G + 0,CG + W + 0,G + 0,CG + W + D,,Crease
148,2,B,G + L,CG + W + 0,G + L,CG + W + D - CTBK,,Crease
149,2,B,G + L + W,CG + W + 0,G + L + W,CG + W + D,,Crease
150,2,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W + D - CTBK,,Crease
151,2,B,G + 0,CG + W + D + X4,G + L - CTBK,CG + W + D + X4,,Crease
152,2,B,G + L + CTBK,CG + W + D,G + L + W,CG + W + D,,Crease
153,2,B,G + L + W + L + Y1,CG + W + D,G + L + W + L + W - CTBK,CG + W + D,,Crease
154,2,B,G + L + Y1,CG + W + 0,G + L + W,CG + W + 0,,Crease
155,2,B,G + L + W,CG + W + 0,G + L + W + L,CG + W + 0,,Crease
156,2,B,G + L + W + L,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0,,Crease
157,2,B,G + L + W + E,CG + W + (-W + R5),G + L + W + L - E,CG + W + (-W + R5),,Crease
158,2,B,G + L + W,CG + W + D,G + L + W + L - CTBK,CG + W + D,,Crease
159,2,B,G + 0,CG + W + 0,G + L,CG + W + 0,,Cut
160,2,B,(G + L + W + L + W) - CTBK,CG + W + 0,G + ( L + W + L + W ) - CTBK,CG + W + D,,Cut
161,2,B,G + 0,CG + W + 0,0,CG + W + (Tan(T * (22 / 7) / 180) * G),,Cut
162,2,B,0,CG + W + (Tan(T * (22 / 7) / 180) * G),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),,Cut
163,2,B,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),G + 0,CG + W + D,,Cut
164,2,B,G + L + W,CG + W + 0,G + L + W,CG + W -W + R5,,Cut
165,2,B,G + L + W + R5,CG + W -W,G + L + W + E - R5,CG + W -W,,Cut
166,2,B,G + L + W + E,CG + W -W + R5,G + L + W + E,CG + W -W + R5 + X5,,Cut
167,2,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W -W + R5,,Cut
168,2,B,G + L + W + L - R5,CG + W -W,G + L + W + L - E + R5,CG + W -W,,Cut
169,2,B,G + L + W + L - E,CG + W -W + R5,G + L + W + L - E,CG + W -W + R5 + X5,,Cut
170,2,B,G + L + W + Y + C,CG + W + (-W - X4 - C),G + L + W + L - Y - C,CG + W -W - X4 - C,,Cut
171,2,B,G + L + W,CG + W + 0,G + L + W - N4,CG+W-N4,,Cut
172,2,B,G + L + W - N4,CG+W-N4,G + L + W - N4,CG + W -(X4 + W - X6 + C + OFST) / 2,,Cut
173,2,B,G + L,CG + W + 0,G + L + Y1,CG + W + 0,,Cut
174,2,B,G + L + Y1,CG + W + 0,G + L + Y1,CG + W + 0 - S2 + R13,,Cut
175,2,B,G + L + Y1 + (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + Y1 + N + ( TempB ),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
176,2,B,G + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + Y1 + N + ( TempB ) + ((( 0 + A ) - (0 + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
177,2,B,G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W - N,CG + W -A,,Cut
178,2,B,G + L + W + L,CG + W + 0,G + L + W + L + N4,CG + W + 0 - N4,,Cut
179,2,B,G + L + W + L + N4,CG + W + 0 - N4,G + L + W + L + N4,CG + W + 0 - (X4 + W - X6 + C + OFST) / 2,,Cut
180,2,B,G + L + W + L + W - CTBK,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0,,Cut
181,2,B,G + L + W + L + W - Y1,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0 - S2 + R13,,Cut
182,2,B,G + L + W + L + W - Y1 - (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W + L + W - Y1 - N - ( TempB ),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
183,2,B,G + L + W + L + W - Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + W - Y1 - N - ( TempB ) - ((( D + A ) - ( D + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
184,2,B,G + L + W + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W + L + N,CG + W -A,,Cut
185,2,B,G,CG + W + D,G + N4,CG + W + D + N4,,Cut
186,2,B,G + N4,CG + W + D + N4,G + N4,CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
187,2,B,G + N4,CG + W + D + (W * LOCK_PERCENTAGE %),G + N4 + ( L /4),CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
188,2,B,G + N4 + (L/4),CG + W + D + (W * LOCK_PERCENTAGE %),G + ( L /2),CG + W + D + (W/2 + S16),,Cut
189,2,B,G + (L/2),CG + W + D + (W/2 + S16),G + ( L /2),CG + W + D + (W/2),,Cut
190,2,B,G + (L/2),CG + W + D + (W/2),G + L - (TAN ( T61 * (22 / 7) / 180) * W /2),CG + W + D + (W/2),,Cut
191,2,B,G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W + D + (W/2),((( CG + W - ( W /2)) - ( CG + W - ( W * LOCK_PERCENTAGE %))) * TAN ( T61 * (22 / 7) / 180)) + G + L - (TAN ( T61 * (22 / 7) / 180) * W /2),CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
192,2,B,(((CG + W - (W/2)) - (CG + W - (W * LOCK_PERCENTAGE %))) * TAN (T61 * (22 / 7) / 180)) + G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W + D + (W * LOCK_PERCENTAGE %),G + L - N5,CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
193,2,B,G + L - N5,CG + W + D + (W * LOCK_PERCENTAGE %),G + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))),,Cut
194,2,B,G + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))),G + L - N5 - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) + ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5,,Cut
195,2,B,G + L - N5 - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) + ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5,G + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) - ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5,,Cut
196,2,B,G + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) - ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5,G + L - CTBK,CG + W + D,,Cut
197,2,B,G + L - N5 - N5 + CTBK,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) + ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + CTBK,G + L - (TAN ( T61 * (22 / 7) / 180) * W /2) + CTBK,CG + W + D + ( W /2) + CTBK,,Partial Cut
198,2,B,G + L + Y1,CG + W + D,G + L + CTBK + (TAN ( T62 * (22 / 7) / 180) * ( W /2)),CG + W + D + ( W /2),,Cut
199,2,B,G + L + CTBK + (TAN (T62 * (22 / 7) / 180) * (W/2)),CG + W + D + (W/2),G + L + W - (TAN ( T60 * (22 / 7) / 180) * ( W /2)),CG + W + D + ( W /2),,Cut
200,2,B,G + L + W - (TAN (T60 * (22 / 7) / 180) * (W/2)),CG + W + D + (W/2),G + L + W,CG + W + D,,Cut
201,2,B,G + L + W,CG + W + D,G + L + W + N4,CG + W + D + N4,,Cut
202,2,B,G + L + W + N4,CG + W + D + N4,G + L + W + N4,CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
203,2,B,G + L + W + N4,CG + W + D + (W * LOCK_PERCENTAGE %),G + L + W + N4 + (L/4),CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
204,2,B,G + L + W + N4 + (L/4),CG + W + D + (W * LOCK_PERCENTAGE %),G + L + W + (L/2),CG + W + D + (W/2 + S16),,Cut
205,2,B,G + L + W + (L/2),CG + W + D + (W/2 + S16),G + L + W + (L/2),CG + W + D + (W/2),,Cut
206,2,B,G + L + W + (L/2),CG + W + D + (W/2),G + L + W + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W + D + (W/2),,Cut
207,2,B,G + L + W + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W + D + (W/2),(((CG + W - (W/2)) + L + W - (CG + W - (W * LOCK_PERCENTAGE %))) * TAN (T61 * (22 / 7) / 180)) + G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
208,2,B,(((CG + W - (W/2)) + L + W - (CG + W - (W * LOCK_PERCENTAGE %))) * TAN (T61 * (22 / 7) / 180)) + G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W + D + (W * LOCK_PERCENTAGE %),G + L + W + L - N5,CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
209,2,B,G + L + W + L - N5,CG + W + D + (W * LOCK_PERCENTAGE %),G + L + W + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))),,Cut
210,2,B,G + L + W + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))),G + L + W + L - N5 - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) + ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5,,Cut
211,2,B,G + L + W + L - N5 - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) + ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5,G + L + W + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) - ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5,,Cut
212,2,B,G + L + W + L - N5,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) - ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5,G + L + W + L - CTBK,CG + W + D,,Cut
213,2,B,G + L + W + L - N5 - N5 + CTBK,CG + W + D + ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) + ((TAN (T61 * (22 / 7) / 180) * N5)) - ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + CTBK,G + L + W + L - (TAN (T61 * (22 / 7) / 180) * W/2) + CTBK,CG + W + D + (W/2) + CTBK,,Partial Cut
214,2,B,G + L + W + L + Y1,CG + W + D,G + L + W + L + CTBK + (TAN (T62 * (22 / 7) / 180) * (W/2)),CG + W + D + (W/2),,Cut
215,2,B,G + L + W + L + CTBK + (TAN (T62 * (22 / 7) / 180) * (W/2)),CG + W + D + (W/2),G + L + W + L + W - CTBK - (TAN (T60 * (22 / 7) / 180) * (W/2)),CG + W + D + (W/2),,Cut
216,2,B,G + L + W + L + W - CTBK - (TAN (T60 * (22 / 7) / 180) * (W/2)),CG + W + D + (W/2),G + L + W + L + W - CTBK,CG + W + D,,Cut
217,2,A,0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
218,2,A,G,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
219,2,A,G + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
220,2,A,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
221,2,A,G + L + W + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G + L + W + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
222,2,A,G+L+W+L+W-CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G+ L+W+L+W-CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
223,2,A,0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
224,2,A,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
225,2,A,G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
226,2,A,G+L+W+L+W-CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,G+L+W+L+W-CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
227,2,A,G-BMG,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G-BMG-BM,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
228,2,A,G+L+W+L+W-CTBK+BMG,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G+L+W+L+W-CTBK+BMG + BM,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
229,2,A,G-BMG,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),G-BMG-BM,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
230,2,A,G+L+W+L+W-CTBK+BMG,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),G+L+W+L+W-CTBK+BMG + BM,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
231,2,A,G - BMG,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G-BMG-BM,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
232,2,A,G + L + BMG,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + BMG + BM,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
233,2,B,0,CG + W + D + BMG,0,CG + W + D + BMG + BM,,Registration
234,2,B,G,CG + W + D + BMG,G,CG + W + D + BMG + BM,,Registration
235,2,B,G + L,CG + W + D + BMG,G + L,CG + W + D + BMG + BM,,Registration
236,2,B,G + L + W,CG + W + D + BMG,G + L + W,CG + W + D + BMG + BM,,Registration
237,2,B,G + L + W + L,CG + W + D + BMG,G + L + W + L,CG + W + D + BMG + BM,,Registration
238,2,B,G+L+W+L+W-CTBK,CG + W + D + BMG,G+ L+W+L+W-CTBK,CG + W + D + BMG + BM,,Registration
239,2,B,0,CG + W + 0 - BMG,0,CG + W + 0 - BMG - BM,,Registration
240,2,B,G,CG + W + 0 - BMG,G,CG + W + 0 - BMG - BM,,Registration
241,2,B,G + L,CG + W + 0 - BMG,G + L,CG + W + 0 - BMG - BM,,Registration
242,2,B,G+L+W+L+W-CTBK,CG + W + 0 - BMG,G+L+W+L+W-CTBK,CG + W + 0 - BMG - BM,,Registration
243,2,B,G-BMG,CG + W + D + X4,G-BMG-BM,CG + W + D + X4,,Registration
244,2,B,G+L+W+L+W-CTBK+BMG,CG + W + D + X4,G+L+W+L+W-CTBK+BMG + BM,CG + W + D + X4,,Registration
245,2,B,G-BMG,CG + W + 0,G-BMG-BM,CG + W + 0,,Registration
246,2,B,G+L+W+L+W-CTBK+BMG,CG + W + 0,G+L+W+L+W-CTBK+BMG + BM,CG + W + 0,,Registration
247,2,B,G + L + W - BMG,CG + W + (-W + R5),G + L + W - BMG - BM,CG + W + (-W + R5),,Registration
248,2,B,G + L + W + L + BMG,CG + W + (-W + R5),G + L + W + L + BMG + BM,CG + W + (-W + R5),,Registration
249,3,A,G,W  * CG%,G,(W  * CG%) + D,,Crease
250,3,A,G + L,W  * CG%,G + L,(W  * CG%) + D,,Crease
251,3,A,G + L + W,W  * CG%,G + L + W,(W  * CG%) + D,,Crease
252,3,A,G + L + W + L,W  * CG%,G + L + W + L,(W  * CG%) + D,,Crease
253,3,A,G + L + W + L + W - CTBK,W  * CG%,G + L + W + L + W - CTBK,(W  * CG%) + D,,Cut
254,3,A,G,W  * CG%,0,(W  * CG%) + (Tan(T * (22 / 7) / 180) * G),,Cut
255,3,A,0,(W  * CG%) + (Tan(T * (22 / 7) / 180) * G),0,((W * CG%) + D) - (Tan(T * (22 / 7) / 180) * G),,Cut
256,3,A,0,((W * CG%) + D) - (Tan(T * (22 / 7) / 180) * G),G,(W  * CG%) + D,,Cut
257,3,A,G,(W  * CG%) + D,G,((W  * CG%) + D)  + S6,,Cut
258,3,A,G,((W  * CG%) + D)  + S6,G + (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + W5,,Cut
259,3,A,G + (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + W5,G + L - (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + W5,,Cut
260,3,A,G + L - (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + W5,G + L,((W  * CG%) + D)  + S6,,Cut
261,3,A,G + L,((W  * CG%) + D)  + S6,G + L,(W  * CG%) + D,,Cut
262,3,A,G,(W  * CG%) + D + X4,G + L,(W  * CG%) + D + X4,,Crease
263,3,A,G + L + N6,(W  * CG%) + D,G + L + N6,(W  * CG%) + D + S6,,Cut
264,3,A,G + L + N6,(W  * CG%) + D + S6,G + L + N6 + (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + A2,,Cut
265,3,A,G + L + N6 + (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + A2,G + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + A2,,Cut
266,3,A,G + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + A2,G + L + W - N6,((W  * CG%) + D)  + S6,,Cut
267,3,A,G + L + W - N6,((W  * CG%) + D)  + S6,G + L + W - N6,(W  * CG%) + D,,Cut
268,3,A,G + L + N6,(W  * CG%) + D,G + L + W - N6,(W  * CG%) + D,,Crease
269,3,A,G + L + W,(W  * CG%) + D,G + L + W,((W  * CG%) + D)  + S6,,Cut
270,3,A,G + L + W,((W  * CG%) + D)  + S6,G + L + W + N6 + (Tan(T17 * (22 / 7) / 180) * W6),((W  * CG%) + D)  + W6,,Cut
271,3,A,G + L + W + N6 + (Tan(T17 * (22 / 7) / 180) * W6),((W  * CG%) + D)  + W6,G + L + W + L - (Tan(T17 * (22 / 7) / 180) * W6),((W  * CG%) + D)  + W6,,Cut
272,3,A,G + L + W + L - (Tan(T17 * (22 / 7) / 180) * W6),((W  * CG%) + D)  + W6,G + L + W + L,((W  * CG%) + D)  + S6,,Cut
273,3,A,G + L + W + L,((W  * CG%) + D)  + S6,G + L + W + L,(W  * CG%) + D,,Cut
274,3,A,G + L + W,(W  * CG%) + D + X4,G + L + W + L,(W  * CG%) + D + X4,,Crease
275,3,A,G + L + W + L + N6,((W  * CG%) + D)  + S6,G + L + W + L + N6,(W  * CG%) + D,,Cut
276,3,A,G + L + W + L + N6,((W  * CG%) + D)  + S6,G + L + W + L + N6 + (Tan(T17 * (22 / 7) / 180) * A3),((W  * CG%) + D)  + A3,,Cut
277,3,A,G + L + W + L + N6 + (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + A2,G + L + W + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + A2,,Cut
278,3,A,G + L + W + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),((W  * CG%) + D)  + A2,G + L + W + L + W - CTBK,((W  * CG%) + D)  + S6,,Cut
279,3,A,G + L + W + L + W - CTBK,((W  * CG%) + D)  + S6,G + L + W + L + W - CTBK,(W  * CG%) + D,,Cut
280,3,A,G + L + W + L + N6,(W  * CG%) + D,G + L + W + L + W - CTBK,(W  * CG%) + D,,Crease
281,3,A,G,(W * CG%),G,(W * CG%) - S6,,Cut
282,3,A,G,(W * CG%) - S6,G + (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - W5,,Cut
283,3,A,G + (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - W5,G + L - (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - W5,,Cut
284,3,A,G + L - (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - W5,G + L,(W * CG%) - S6,,Cut
285,3,A,G + L,(W * CG%) - S6,G + L,(W * CG%),,Cut
286,3,A,G,(W * CG%) - X4,G + L,(W * CG%) - X4,,Crease
287,3,A,G + L + N6,(W * CG%),G + L + N6,(W * CG%) - S6,,Cut
288,3,A,G + L + N6,(W * CG%) - S6,G + L + N6 + (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - A2,,Cut
289,3,A,G + L + N6 + (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - A2,G + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - A2,,Cut
290,3,A,G + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - A2,G + L + W - N6,(W * CG%) - S6,,Cut
291,3,A,G + L + W - N6,(W * CG%) - S6,G + L + W - N6,(W * CG%),,Cut
292,3,A,G + L + N6,(W * CG%),G + L + W - N6,(W * CG%),,Crease
293,3,A,G + L + W,(W * CG%),G + L + W,(W * CG%) - S6,,Cut
294,3,A,G + L + W,(W * CG%) - S6,G + L + W + N6 + (Tan(T17 * (22 / 7) / 180) * W6),(W * CG%) - W6,,Cut
295,3,A,G + L + W + N6 + (Tan(T17 * (22 / 7) / 180) * W6),(W * CG%) - W6,G + L + W + L - (Tan(T17 * (22 / 7) / 180) * W6),(W * CG%) - W6,,Cut
296,3,A,G + L + W + L - (Tan(T17 * (22 / 7) / 180) * W6),(W * CG%) - W6,G + L + W + L,(W * CG%) - S6,,Cut
297,3,A,G + L + W + L,(W * CG%) - S6,G + L + W + L,(W * CG%),,Cut
298,3,A,G + L + W,(W * CG%) - X4,G + L + W + L,(W * CG%) - X4,,Crease
299,3,A,G + L + W + L + N6,(W * CG%) - S6,G + L + W + L + N6,(W * CG%),,Cut
300,3,A,G + L + W + L + N6,(W * CG%) - S6,G + L + W + L + N6 + (Tan(T17 * (22 / 7) / 180) * A3),(W * CG%) - A3,,Cut
301,3,A,G + L + W + L + N6 + (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - A2,G + L + W + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - A2,,Cut
302,3,A,G + L + W + L + W - N6 - (Tan(T17 * (22 / 7) / 180) * W5),(W * CG%) - A2,G + L + W + L + W - CTBK,(W * CG%) - S6,,Cut
303,3,A,G + L + W + L + W - CTBK,(W * CG%) - S6,G + L + W + L + W - CTBK,(W * CG%),,Cut
304,3,A,G + L + W + L + N6,(W * CG%),G + L + W + L + W - CTBK,(W * CG%),,Crease
305,3,A,0,(W * CG%) - BMG,0,(W * CG%) - BMG - BM,,Registration
306,3,A,G,0,G,BM,,Registration
307,3,A,G + L,0,G + L,BM,,Registration
308,3,A,G + L + N6,0,G + L + N6,BM,,Registration
309,3,A,G + L + W - N6,0,G + L + W - N6,BM,,Registration
310,3,A,G + L + W,0,G + L + W,BM,,Registration
311,3,A,G + L + W + L,0,G + L + W + L,BM,,Registration
